seqnames	start	end	width	strand	length	identity	score	info	biallelic	omim_ddd	pRec	allgenescoding	allgenes	numallgenes	numcodinggenes	name	freq	freqCMA
chr15	28909736	34478648	5568913	*	6989	0.926026613249392	399	7kb_92.6%	RYR3,SLC12A6,NOP10,OTUD7A,FAN1,TRPM1,NSMCE3	RYR3,SLC12A6,TJP1,NOP10,GREM1,OTUD7A,FAN1,TRPM1,NSMCE3	ARHGAP11A,CHRNA7,MTMR10,NUTM1	RYR3,SCG5,SLC12A6,TJP1,AVEN,KLF13,NOP10,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,GOLGA8A,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,APBA2,TRPM1,NSMCE3	RYR3,SCG5,SLC12A6,SYNGR2P1,TJP1,AVEN,KLF13,NOP10,ULK4P1,ULK4P2,ULK4P3,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,RPL32P2,DEPDC1P1,MIR211,GOLGA8A,LINC02249,HMGN2P5,MIR1233-1,TMCO5B,RNU6-17P,RNU6-18P,DNM1P28,DNM1P30,DNM1P31,DNM1P32,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,HERC2P10,SCG5-AS1,TUBBP8,UBE2CP4,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,GOLGA8UP,RN7SL82P,RN7SL185P,RN7SL196P,RN7SL286P,RN7SL469P,RN7SL539P,RN7SL628P,RN7SL673P,RN7SL796P,RNU6-466P,DNM1P50,HNRNPA1P71,RYR3-DT,ACTG1P15,NCAPGP2,LINC02256,LINC02352,APBA2,TRPM1,NSMCE3	75	36	NA	NA	NA
chr10	47627599	55586416	7958818	*	6655	0.9392937640871525	396	7kb_93.9%	SLC18A3,PCDH15,CHAT,ERCC6	SLC18A3,PCDH15,CHAT,ERCC6,PRKG1	PCDH15,WASHC2A,OGDHL,C10orf71,ERCC6	SLC18A3,PCDH15,CSTF2T,ASAH2,CHAT,FAM170B,DRGX,LRRC18,WASHC2A,ASAH2B,AGAP6,TIMM23B,FAM25C,A1CF,OGDHL,VSTM4,C10orf71,TMEM273,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,TIMM23B-AGAP6,NPY4R2,MAPK8,MBL2,PARG,PRKG1	SLC18A3,SLC9A3P1,PCDH15,CSTF2T,ASAH2,MAPK6P6,CHAT,FAM170B,DRGX,LRRC18,WASHC2A,PTPN20CP,ASAH2B,AGAP6,TIMM23B,FAM25C,CTSLP4,BMS1P7,AGAP12P,A1CF,OGDHL,VSTM4,C10orf71,TMEM273,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,MIR605,SLC9A3P3,SHLD2P3,ERCC6,MIR548F1,RPL31P44,RPL35AP24,RPL13AP19,RPL21P89,RPS6P14,MIR4294,THAP12P3,ARHGAP22-IT1,RNA5SP315,RNA5SP317,RNA5SP318,SNRPEP8,RSU1P3,RHEBP2,FAM170B-AS1,C10orf71-AS1,TIMM23B-AGAP6,FAM21EP,DYNC1I2P1,SHQ1P1,BEND3P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,NEFMP1,RNU7-107P,RN7SL453P,RNU6-687P,SGMS1-AS1,LNCAROD,SNORA74C-2,HMGB1P50,NPY4R2,LINC02672,MAPK8,MBL2,PARG,PRKG1	74	31	NA	NA	NA
chr4	73938279	77987532	4049254	*	1323	0.9145880574452003	391	1kb_91.5%	SCARB2,ODAPH	SCARB2,ODAPH,SHROOM3	SCARB2,SOWAHB	CXCL10,CXCL11,CXCL13,CXCL5,BTC,MRPL1,CCNG2,CCNI,SCARB2,NUP54,EPGN,RCHY1,CDKL2,CNOT6L,THAP6,PARM1,STBD1,SDAD1,SEPTIN11,ODAPH,CCDC158,G3BP2,SHROOM3,USO1,MTHFD2L,SOWAHB,FAM47E,EREG,FAM47E-STBD1,CXCL2,CXCL3,AREG,CXCL9,ART3,NAAA,PF4,PPBP,PPEF2	CXCL10,CXCL11,CXCL13,CXCL1P1,CXCL5,BTC,MRPL1,CCNG2,CCNI,SCARB2,PPBPP2,NUP54,EPGN,RCHY1,CDKL2,CNOT6L,THAP6,PARM1,STBD1,SDAD1,SEPTIN11,ODAPH,CCDC158,G3BP2,SHROOM3,USO1,MTHFD2L,SOWAHB,FAM47E,EREG,RPL7P17,HMGB1P44,PARM1-AS1,SDAD1-AS1,SHROOM3-AS1,SNX5P1,MIR548AH,MIR4450,FAM47E-STBD1,CXCL2,CXCL3,RN7SL218P,RNU6-145P,RNU6-1000P,RNU6-1187P,RNU2-16P,HNRNPA1P55,HSPE1P23,TXNP6,LINC02483,LINC02562,AREG,CXCL9,ART3,NAAA,PF4,PPBP,PPEF2	58	38	NA	NA	NA
chr15	22477059	28250869	5773811	*	7741	0.9297248417517117	387	8kb_93%	HERC2,OCA2	SNRPN,UBE3A,NIPA1,GABRA5,GABRB3,HERC2,MAGEL2,MKRN3,NDN,OCA2	ATP10A	SNRPN,SNURF,NPAP1,UBE3A,ATP10A,CYFIP1,NIPA1,NIPA2,TUBGCP5,GOLGA6L2,GOLGA8DP,GOLGA6L1,GABRA5,GABRB3,GABRG3,GOLGA8S,HERC2,MAGEL2,MKRN3,NDN,OCA2	RPL5P1,SNRPN,SNURF,NPAP1,UBE3A,ATP10A,CYFIP1,ABCB10P1,NIPA1,NIPA2,TUBGCP5,GOLGA8IP,GOLGA6L2,WHAMMP3,PWAR1,PWAR5,TVP23BP1,GOLGA8DP,SNORD64,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-1,SNORD115-2,SNORD115-3,SNORD115-4,SNORD115-5,SNORD115-6,SNORD115-7,SNORD115-8,SNORD115-9,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-14,SNORD115-15,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-24,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-30,SNORD115-31,SNORD115-32,SNORD115-33,SNORD115-34,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-38,SNORD115-39,SNORD115-40,SNORD115-41,SNORD115-42,SNORD115-43,SNORD115-44,SNORD115-45,SNORD115-47,SNORD116-1,SNORD116-2,SNORD116-3,SNORD116-4,SNORD116-5,SNORD116-6,SNORD116-7,SNORD116-8,SNORD116-9,SNORD116-10,SNORD116-11,SNORD116-12,SNORD116-13,SNORD116-14,SNORD116-15,SNORD116-16,SNORD116-17,SNORD116-18,SNORD116-19,SNORD116-20,SNORD116-21,SNORD116-22,SNORD116-23,SNORD116-24,SNORD116-25,SNORD116-26,SNORD116-27,PWRN1,PWRN2,SNORD115-48,SNORD116-28,SNORD116-29,RPL5P32,GOLGA6L1,SNHG14,ELMO2P1,GABRG3-AS1,GABRA5,GABRB3,GABRG3,MIR4508,MIR4715,MIR4509-1,SNORD116-30,SNORD115-46,RNA5SP390,RNA5SP391,SERPINE4P,GOLGA8S,RN7SL106P,RN7SL495P,RN7SL536P,RNU6-741P,LINC00929,HERC2,HERC2P2,HERC2P6,HERC2P7,DMAC1P1,PWRN4,PDCD6IPP1,LINC02248,LINC02250,LINC02346,MAGEL2,MKRN3,NDN,OCA2	137	21	NA	NA	NA
chr16	15212605	21408928	6196324	*	53893	0.9713320839441115	387	54kb_97.1%	ZP2,XYLT1,NDE1,COQ7,ABCC6,ARL6IP1,MYH11	RPS15A,UMOD,ZP2,XYLT1,NDE1,COQ7,CRYM,VPS35L,ABCC1,ABCC6,ARL6IP1,MYH11	ZP2,TMC5,CCP110,VPS35L,PDILT,ABCC1	RPS15A,ACSM3,UMOD,ZP2,GPRC5B,XYLT1,NDE1,ACSM1,BMERB1,GPR139,COQ7,NOMO2,TMC5,TMC7,THUMPD1,SYT17,CRYM,CCP110,VPS35L,REXO5,LYRM1,NOMO3,ACSM5,CEP20,ANKS4B,MPV17L,ITPRIPL2,PDILT,IQCK,DCUN1D3,NPIPB3,DNAH3,MARF1,GDE1,SMG1,TMEM159,ERI2,ACSM2B,ACSM2A,KNOP1,CLEC19A,NPIPA5,NPIPA7,NPIPA8,NPIPA9,GP2,ABCC1,ABCC6,ARL6IP1,MYH11	RPS15A,ACSM3,UMOD,ZP2,GPRC5B,XYLT1,NDE1,ACSM1,BMERB1,GPR139,COQ7,NOMO2,TMC5,TMC7,THUMPD1,SYT17,CRYM,CCP110,VPS35L,REXO5,LYRM1,NOMO3,ACSM5,CEP20,ANKS4B,MPV17L,ITPRIPL2,PDILT,IQCK,DCUN1D3,NPIPB3,DNAH3,MARF1,GDE1,SMG1,PKD1P1,PKD1P2,PKD1P4,PKD1P5,TMEM159,ERI2,ACSM2B,SNX29P1,ACSM2A,MIR484,ABCC6P1,KNOP1,CRYM-AS1,CLEC19A,RPL7P47,RPL15P20,RPL17P40,MIR3179-3,MIR3180-3,MIR3179-2,MIR3180-2,NPIPA5,NPIPA7,NPIPA8,NPIPA9,SNRPEP3,MIR3670-2,GP2,RNU4-46P,RNU6-213P,RNU6-944P,RNU6-1340P,LARP7P2,MIR6770-3,MIR6770-2,MIR6511A2,MIR6506,MIR6511A4,MIR6511A3,MIR3670-4,MIR3670-3,MIR3179-4,ABCC1,ACSM5P1,LINC02858,TCERG1P2,ABCC6,ARL6IP1,MYH11	84	50	NA	NA	NA
chr10	47606969	54417993	6811025	*	19633	0.9280802730097285	386	20kb_92.8%	SLC18A3,PCDH15,CHAT,ERCC6	SLC18A3,PCDH15,CHAT,ERCC6,PRKG1	PCDH15,WASHC2A,OGDHL,C10orf71,ERCC6	SLC18A3,PCDH15,CSTF2T,ASAH2,CHAT,FAM170B,DRGX,LRRC18,WASHC2A,ASAH2B,AGAP6,TIMM23B,FAM25C,A1CF,OGDHL,VSTM4,C10orf71,TMEM273,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,TIMM23B-AGAP6,NPY4R2,MAPK8,MBL2,PARG,PRKG1	SLC18A3,SLC9A3P1,PCDH15,CSTF2T,ASAH2,MAPK6P6,CHAT,FAM170B,DRGX,LRRC18,WASHC2A,PTPN20CP,ASAH2B,AGAP6,TIMM23B,FAM25C,CTSLP4,BMS1P7,AGAP12P,A1CF,OGDHL,VSTM4,C10orf71,TMEM273,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,MIR605,SLC9A3P3,SHLD2P3,ERCC6,RPL31P44,RPL35AP24,RPL13AP19,RPL21P89,RPS6P14,MIR4294,THAP12P3,ARHGAP22-IT1,RNA5SP315,RNA5SP317,RNA5SP318,SNRPEP8,RSU1P3,RHEBP2,FAM170B-AS1,C10orf71-AS1,TIMM23B-AGAP6,FAM21EP,DYNC1I2P1,SHQ1P1,BEND3P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,RNU7-107P,RN7SL453P,SGMS1-AS1,LNCAROD,SNORA74C-2,HMGB1P50,NPY4R2,LINC02672,LINC02675,MAPK8,MBL2,PARG,PRKG1	72	31	NA	NA	NA
chr10	47634296	56430742	8796447	*	14199	0.9286569476723713	381	14kb_92.9%	SLC18A3,PCDH15,CHAT,ERCC6	SLC18A3,PCDH15,CHAT,ERCC6,PRKG1	PCDH15,WASHC2A,OGDHL,C10orf71,ERCC6	SLC18A3,ZWINT,PCDH15,CSTF2T,ASAH2,CHAT,FAM170B,DRGX,LRRC18,WASHC2A,ASAH2B,AGAP6,TIMM23B,FAM25C,A1CF,OGDHL,VSTM4,C10orf71,TMEM273,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,MTRNR2L5,TIMM23B-AGAP6,NPY4R2,MAPK8,MBL2,PARG,PRKG1	SLC18A3,SLC9A3P1,ZWINT,PCDH15,CSTF2T,ASAH2,MAPK6P6,CHAT,FAM170B,DRGX,LRRC18,WASHC2A,PTPN20CP,ASAH2B,AGAP6,TIMM23B,FAM25C,CTSLP4,BMS1P7,AGAP12P,A1CF,OGDHL,VSTM4,C10orf71,TMEM273,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,MIR605,SLC9A3P3,SHLD2P3,ERCC6,MIR548F1,RPL31P44,RPL35AP24,RPL13AP19,RPL21P89,RPS6P14,MTRNR2L5,GAPDHP21,MIR4294,THAP12P3,ARHGAP22-IT1,RNA5SP315,RNA5SP317,RNA5SP318,SNRPEP8,RSU1P3,RHEBP2,FAM170B-AS1,C10orf71-AS1,TIMM23B-AGAP6,FAM21EP,DYNC1I2P1,SHQ1P1,BEND3P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,NEFMP1,RNU7-107P,RN7SL453P,RNU6-687P,SGMS1-AS1,LNCAROD,SNORA74C-2,HMGB1P50,NPY4R2,LINC02672,MAPK8,MBL2,PARG,PRKG1	77	33	NA	NA	NA
chr15	23259126	30367299	7108174	*	130256	0.9341988085001842	378	130kb_93.4%	HERC2,NSMCE3,OCA2	SNRPN,TJP1,UBE3A,GABRA5,GABRB3,HERC2,MAGEL2,MKRN3,NDN,NSMCE3,OCA2	ATP10A	SNRPN,SNURF,TJP1,NPAP1,UBE3A,ATP10A,CHRFAM7A,GOLGA8G,GOLGA6L2,FAM189A1,GOLGA8F,GOLGA6L7,GOLGA8J,GABRA5,GABRB3,GABRG3,GOLGA8M,GOLGA8S,GOLGA8T,HERC2,APBA2,MAGEL2,MKRN3,NDN,NSMCE3,OCA2	RPL41P2,RPL5P1,SNRPN,SNURF,SYNGR2P1,TJP1,NPAP1,UBE3A,ATP10A,ULK4P3,CHRFAM7A,GOLGA8G,GOLGA6L2,FAM189A1,PWAR1,PWAR5,HERC2P9,TVP23BP1,ABCB10P3,ABCB10P4,LINC02249,WHAMMP2,GOLGA8F,SNORD64,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-1,SNORD115-2,SNORD115-3,SNORD115-4,SNORD115-5,SNORD115-6,SNORD115-7,SNORD115-8,SNORD115-9,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-14,SNORD115-15,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-24,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-30,SNORD115-31,SNORD115-32,SNORD115-33,SNORD115-34,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-38,SNORD115-39,SNORD115-40,SNORD115-41,SNORD115-42,SNORD115-43,SNORD115-44,SNORD115-45,SNORD115-47,SNORD116-1,SNORD116-2,SNORD116-3,SNORD116-4,SNORD116-5,SNORD116-6,SNORD116-7,SNORD116-8,SNORD116-9,SNORD116-10,SNORD116-11,SNORD116-12,SNORD116-13,SNORD116-14,SNORD116-15,SNORD116-16,SNORD116-17,SNORD116-18,SNORD116-19,SNORD116-20,SNORD116-21,SNORD116-22,SNORD116-23,SNORD116-24,SNORD116-25,SNORD116-26,SNORD116-27,PWRN1,PWRN2,SNORD115-48,SNORD116-28,SNORD116-29,HMGN2P5,RNU6-17P,DNM1P28,DNM1P30,RPL5P32,GOLGA6L7,SNHG14,GOLGA8J,GABRG3-AS1,GABRA5,GABRB3,GABRG3,MIR4509-2,MIR4509-3,MIR4508,MIR4715,TUBBP8,SNORD116-30,SNORD115-46,RNA5SP390,RNA5SP391,SERPINE4P,GOLGA8M,GOLGA8S,GOLGA8T,RN7SL238P,RN7SL469P,RN7SL536P,RN7SL673P,RN7SL719P,RNU6-741P,LINC00929,HERC2,HERC2P1,HERC2P6,DMAC1P1,PWRN4,PDCD6IPP2,HERC2P11,NCAPGP2,LINC02248,LINC02250,LINC02346,APBA2,MAGEL2,MKRN3,NDN,NSMCE3,OCA2	155	26	NA	NA	NA
chrX	53334249	53766557	432309	*	4418	0.9463558171118153	377	4kb_94.6%		SMC1A,HUWE1,HSD17B10		SMC1A,RIBC1,HUWE1,HSD17B10	SMC1A,VTRNA3-1P,RIBC1,HUWE1,MIRLET7F2,MIR98,HSD17B10,MIR6857,MPV17L2P1,TIPINP1	10	4	NA	NA	NA
chr16	11924729	18335610	6410882	*	37435	0.9749966608788567	377	37kb_97.5%	XYLT1,NDE1,ERCC4,ABCC6,MYH11,PARN	XYLT1,NDE1,ERCC4,ABCC1,ABCC6,MYH11,PARN	RRN3,SNX29,ABCC1,PARN	TNFRSF17,XYLT1,BFAR,NDE1,BMERB1,NOMO3,CPPED1,CEP20,MPV17L,PDXDC1,MARF1,MRTFB,NTAN1,NOMO1,RRN3,SNX29,ERCC4,SHISA9,NPIPB2,NPIPA3,NPIPA2,NPIPA5,NPIPA7,NPIPA8,ABCC1,ABCC6,MYH11,NPIPA1,PARN,PLA2G10	TNFRSF17,XYLT1,BFAR,NDE1,BMERB1,NOMO3,CPPED1,CEP20,MPV17L,PDXDC1,MARF1,MRTFB,NTAN1,NOMO1,PKD1P1,PKD1P2,PKD1P3,PKD1P4,PKD1P6,RRN3,SNX29,MIR193B,MIR484,ABCC6P2,MIR365A,ERCC4,NPIPP1,RPL7P47,RPL15P20,RPL35AP34,RPS23P6,RPL17P40,RPS26P52,MIR1972-1,SHISA9,NPIPB2,MIR3179-2,MIR3180-2,MIR3179-1,MIR3180-1,MIR3180-4,MIR3670-1,MIR4718,NPIPA3,NPIPA2,NPIPA5,NPIPA7,NPIPA8,MIR3670-2,UBL5P4,TVP23CP2,RNU7-125P,RN7SL274P,RNU6-213P,MIR6770-2,MIR6511A1,MIR6511A2,MIR6506,MIR6770-1,MIR6511B2,MIR6511A3,ABCC1,TMF1P1,MIR193BHG,LINC02130,LINC02185,LINC02186,TCERG1P2,ABCC6,MYH11,NPIPA1,PARN,PLA2G10	73	30	NA	NA	NA
chr10	47600932	54268643	6667712	*	5700	0.9289473684210526	374	6kb_92.9%	SLC18A3,PCDH15,CHAT,ERCC6	SLC18A3,PCDH15,CHAT,ERCC6,PRKG1	PCDH15,WASHC2A,OGDHL,C10orf71,ERCC6	SLC18A3,PCDH15,CSTF2T,ASAH2,CHAT,FAM170B,DRGX,LRRC18,WASHC2A,ASAH2B,AGAP6,TIMM23B,FAM25C,A1CF,OGDHL,VSTM4,C10orf71,TMEM273,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,TIMM23B-AGAP6,NPY4R2,MAPK8,MBL2,PARG,PRKG1	SLC18A3,SLC9A3P1,PCDH15,CSTF2T,ASAH2,MAPK6P6,CHAT,FAM170B,DRGX,LRRC18,WASHC2A,PTPN20CP,ASAH2B,AGAP6,TIMM23B,FAM25C,CTSLP4,BMS1P7,AGAP12P,A1CF,OGDHL,VSTM4,C10orf71,TMEM273,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,MIR605,SLC9A3P3,SHLD2P3,ERCC6,RPL31P44,RPL35AP24,RPL13AP19,RPL21P89,RPS6P14,MIR4294,THAP12P3,ARHGAP22-IT1,RNA5SP315,RNA5SP317,RNA5SP318,SNRPEP8,RSU1P3,RHEBP2,FAM170B-AS1,C10orf71-AS1,TIMM23B-AGAP6,FAM21EP,DYNC1I2P1,SHQ1P1,BEND3P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,RNU7-107P,RN7SL453P,SGMS1-AS1,LNCAROD,SNORA74C-2,HMGB1P50,NPY4R2,LINC02672,LINC02675,MAPK8,MBL2,PARG,PRKG1	72	31	NA	NA	NA
chr10	42461214	45853392	3392179	*	3802	0.9016307206733298	373	4kb_90.2%	RET	BMS1,RET	ZNF33B,BMS1,ALOX5	CXCL12,ZNF22,ZNF239,ZNF32,ZNF33B,OR13A1,RASSF4,DEPP1,MARCHF8,WASHC2C,ZNF485,AGAP4,ZNF487,ZFAND4,BMS1,RASGEF1A,CSGALNACT2,TMEM72,FXYD4,ALOX5,HNRNPF,RET	CXCL12,ZNF22,ZNF239,ZNF32,ZNF33B,ZNF37BP,HNRNPA3P1,OR13A1,OR6D1P,RASSF4,DEPP1,MARCHF8,WASHC2C,ZNF485,AGAP4,ZNF487,CCNYL2,ZFAND4,BMS1,ZNF22-AS1,ZNF32-AS1,ZNF32-AS3,FAM25E,ZNF32-AS2,AGAP10P,RASGEF1A,CSGALNACT2,EIF3LP2,TMEM72-AS1,LINC00841,ANKRD30BP3,LINC00839,RSU1P1,TMEM72,CAP1P2,DUXAP3,DUXAP4,RPS19P7,RPL21P88,RPL9P21,VN1R54P,UQCRHP3,MIR3156-1,ANKRD54P1,EIF2AP4,FXYD4,FXYD6P1,ALOX5,MIR5100,RSU1P2,CUBNP1,CUBNP2,CUBNP3,SPRING1P1,LINC00840,CEP164P1,FAM21FP,RNU7-193P,RNU6ATAC11P,RNU6-885P,RNU6-1170P,RNU6-1207P,ELOCP30,LINC01264,HNRNPF,LINC01518,LINC02881,SNORD3J,LINC02623,LINC02632,LINC02633,LINC02658,LINC02659,CSGALNACT2-DT,RET	75	22	NA	NA	NA
chr17	60200517	62277796	2077280	*	20598	0.987620157296825	371	21kb_98.8%	TBX4,BRIP1	TBX2,TBX4,BRIP1,MED13,PPM1D	BCAS3,BRIP1	TBX2,TBX4,BCAS3,USP32,BRIP1,MED13,NACA2,C17orf64,INTS2,APPBP2,PPM1D	TBX2,TBX4,BCAS3,USP32,BRIP1,MED13,NACA2,C17orf64,TBC1D3P2,POLRMTP1,INTS2,SCARNA20,LINC02875,RPL32P32,RPL23AP74,RPL12P38,HMGN1P28,RN7SL448P,RN7SL606P,RN7SL800P,RNU6-623P,KRT18P61,TBX2-AS1,RPSAP66,LINC01999,H3P42,SEPTIN7P12,APPBP2,PPM1D	29	11	NA	NA	NA
chr15	29065471	34485849	5420379	*	7018	0.9098033627814192	367	7kb_91%	RYR3,SLC12A6,NOP10,OTUD7A,FAN1,TRPM1,NSMCE3	RYR3,SLC12A6,TJP1,NOP10,GREM1,OTUD7A,FAN1,TRPM1,NSMCE3	ARHGAP11A,CHRNA7,MTMR10,NUTM1	RYR3,SCG5,SLC12A6,TJP1,AVEN,KLF13,NOP10,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,GOLGA8A,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,APBA2,TRPM1,NSMCE3	RYR3,SCG5,SLC12A6,SYNGR2P1,TJP1,AVEN,KLF13,NOP10,ULK4P1,ULK4P2,ULK4P3,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,RPL32P2,DEPDC1P1,MIR211,GOLGA8A,LINC02249,HMGN2P5,MIR1233-1,TMCO5B,RNU6-17P,RNU6-18P,DNM1P28,DNM1P30,DNM1P31,DNM1P32,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,HERC2P10,SCG5-AS1,TUBBP8,UBE2CP4,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,GOLGA8UP,RN7SL82P,RN7SL185P,RN7SL196P,RN7SL286P,RN7SL469P,RN7SL539P,RN7SL628P,RN7SL673P,RN7SL796P,RNU6-466P,DNM1P50,HNRNPA1P71,RYR3-DT,ACTG1P15,NCAPGP2,LINC02256,LINC02352,APBA2,TRPM1,NSMCE3	75	36	NA	NA	NA
chr17	60005984	62262567	2256584	*	15044	0.987038021802712	360	15kb_98.7%	TBX4,BRIP1	TBX2,TBX4,CA4,BRIP1,MED13,PPM1D	BCAS3,BRIP1	TBX2,TBX4,CA4,BCAS3,USP32,BRIP1,MED13,NACA2,HEATR6,C17orf64,INTS2,APPBP2,PPM1D	TBX2,TBX4,CA4,BCAS3,USP32,BRIP1,MED13,NACA2,HEATR6,C17orf64,TBC1D3P1,POLRMTP1,INTS2,SCARNA20,LINC02875,RPL32P32,RPL23AP74,RPL12P38,HMGN1P28,MIR4737,TBC1D3P1-DHX40P1,RN7SL448P,RN7SL606P,RN7SL800P,RNU6-623P,KRT18P61,TBX2-AS1,WFDC21P,RPSAP66,LINC01999,H3P42,SEPTIN7P12,APPBP2,PPM1D	34	13	17q23.1q23.2	0	74.73
