seqnames	start	end	width	strand	length	identity	score	info	biallelic	omim_ddd	pRec	allgenescoding	allgenes	numallgenes	name	freq	freqCMA
chr15	82850062	86067771	3217710	*	3061	0.921594250245018	386	3kb_92.2%	ALPK3,WDR73,AP3B2	BNC1,HOMER2,ALPK3,WDR73,RPS17L,AP3B2	BTBD1,ADAMTSL3,PDE8A	BNC1,SH3GL3,SLC28A1,BTBD1,TM6SF1,ADAMTSL3,HOMER2,ALPK3,SEC11A,FSD2,ZSCAN2,CPEB1,WDR73,GOLGA6L4,C15orf40,ZNF592,WHAMM,FAM103A1,AKAP13,RPS17L,UBE2Q2L,GOLGA6L20,GOLGA6L18,GOLGA6L19,AP3B2,NMB,PDE8A	SCAND2P,BNC1,SH3GL3,SLC28A1,BTBD1,TM6SF1,ADAMTSL3,HOMER2,ALPK3,SEC11A,FSD2,ZSCAN2,CPEB1,WDR73,GOLGA6L4,C15orf40,ZNF592,CSPG4P5,RPL9P8,GOLGA6L5P,WHAMM,FAM103A1,EFTUD1P1,SCARNA15,RNU7-79P,DNM1P42,AKAP13,UBE2Q2P1,GOLGA6L3,UBE2Q2P3,RPS17L,MIR4515,EGLN1P1,TUBA8P2,UBE2Q2L,NIFKP8,RN7SL256P,RN7SL331P,RN7SL410P,RN7SL417P,RN7SL428P,RNU6-339P,RNU6-401P,RNU6-796P,RNU6-1339P,CSPG4P9,CSPG4P10,CSPG4P12,CSPG4P11,DNM1P51,LINC00933,GOLGA6L20,ADAMTS7P2,ADAMTS7P4,GOLGA6L18,GOLGA6L19,GOLGA6L21P,GOLGA2P7,UBE2Q2P8,UBE2Q2P11,UBE2Q2P12,AP3B2,NMB,PDE8A	64	NA	NA	NA
chr15	28880308	34676782	5796475	*	23560	0.9101018675721562	384	24kb_91%	RYR3,SLC12A6,NOP10,FAN1,TRPM1,NDNL2	RYR3,SLC12A6,NOP10,OTUD7A,FAN1,TRPM1,NDNL2	ARHGAP11A,CHRNA7,MTMR10,NUTM1	RYR3,SCG5,SLC12A6,TJP1,AVEN,KLF13,NOP10,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,GOLGA8A,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,GOLGA8M,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,APBA2,TRPM1,NDNL2	RYR3,SCG5,SLC12A6,TJP1,AVEN,KLF13,NOP10,ULK4P1,ULK4P2,ULK4P3,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,HERC2P9,MIR211,GOLGA8A,WHAMMP2,HMGN2P5,MIR1233-1,TMCO5B,RNU6-17P,RNU6-18P,DNM1P28,DNM1P30,DNM1P31,DNM1P32,GOLGA6L7P,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,HERC2P10,TUBBP8,UBE2CP4,GOLGA8M,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,GOLGA8UP,RN7SL82P,RN7SL185P,RN7SL196P,RN7SL286P,RN7SL469P,RN7SL539P,RN7SL628P,RN7SL673P,RN7SL719P,RN7SL796P,RNU6-466P,DNM1P50,HNRNPA1P71,APBA2,TRPM1,NDNL2	70	NA	NA	NA
chr10	43276748	48184316	4907569	*	14126	0.9179527113124735	382	14kb_91.8%	RET	BMS1,RET	BMS1,ALOX5	CXCL12,ZNF22,ZNF239,ZNF32,OR13A1,SYT15,RASSF4,ANXA8L1,ANXA8L2,C10orf10,MARCH8,FAM21C,FAM21B,PTPN20A,ZNF485,ASAH2C,AGAP4,AGAP10,ZNF487,ZFAND4,BMS1,C10orf25,FAM25B,FAM25E,GPRIN2,RASGEF1A,CSGALNACT2,ANTXRL,TMEM72,FXYD4,ALOX5,HNRNPF,NPY4R,RET	RHEBP1,CXCL12,ZNF22,ZNF239,ZNF32,HNRNPA3P1,OR13A1,OR6D1P,SYT15,RASSF4,ANXA8L1,ANXA8L2,C10orf10,MARCH8,FAM21C,FAM21B,PTPN20A,ZNF485,FRMPD2P2,ASAH2C,AGAP4,CTGLF8P,AGAP10,ZNF487,ZFAND4,BMS1,C10orf25,ZNF32-AS1,CTSLP5,ZNF32-AS3,FAM25B,FAM25E,FAM25HP,ZNF32-AS2,GLUD1P6,CTSLP7,GLUD1P7,GLUD1P8,BMS1P1,BMS1P2,CTGLF10P,CTGLF11P,GPRIN2,RASGEF1A,CSGALNACT2,CTSLP2,ANTXRL,TMEM72-AS1,LINC00841,ANKRD30BP3,DUSP8P3,FAM35BP,LINC00619,TMEM72,CAP1P2,DUXAP4,SLC9A3P4,FAM35DP,UQCRHP3,MIR3156-1,ANKRD54P1,EIF2AP4,FXYD4,RNA5SP310,RNA5SP311,RNA5SP312,ALOX5,MIR5100,RSU1P2,CUBNP2,CUBNP3,LINC00840,CEP164P1,LINC00842,HNRNPA1P33,RHEBP2,AHCYP1,DUSP8P2,DUSP8P4,ANTXRLP1,FAM21FP,RNU7-193P,RN7SL248P,RN7SL453P,RNU6ATAC11P,RNU6-885P,RNU6-1207P,TCEB1P30,HNRNPF,NPY4R,RET	91	NA	NA	NA
chr10	47324316	58190503	10866188	*	14199	0.9286569476723713	381	14kb_92.9%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,PRKG1,RBP3	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4,RBP3	SLC18A3,ZWINT,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,ASAH2B,ASAH2C,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25C,FAM25G,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,MTRNR2L5,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1,RBP3	SLC18A3,SLC9A3P1,ZWINT,PCDH15,FRMPD2P1,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,PTPN20CP,ASAH2B,ASAH2C,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25C,FAM25D,FAM25G,FAM25HP,GLUD1P6,CTSLP4,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,A1CF,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,DUSP8P1,MIR605,SLC9A3P3,SLC9A3P4,FAM35DP,ERCC6,MIR548F1,MTRNR2L5,GAPDHP21,MIR4294,PRKRIRP3,GDF10,GDF2,ARHGAP22-IT1,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,GLUD1P2,SNRPEP8,RSU1P3,RHEBP2,AHCYP1,DUSP8P2,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,NEFMP1,RNU7-107P,RN7SL453P,RN7SL527P,RMRPP4,RNU6-687P,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1,RBP3	104	NA	NA	NA
chrX	53363454	53793055	429602	*	4418	0.9463558171118153	377	4kb_94.6%		SMC1A,HUWE1,HSD17B10		SMC1A,RIBC1,HUWE1,HSD17B10	SMC1A,VTRNA3-1P,RIBC1,HUWE1,MIRLET7F2,MIR98,HSD17B10	7	NA	NA	NA
chr16	12018586	18429408	6410823	*	37435	0.9749966608788567	377	37kb_97.5%	XYLT1,NDE1,ERCC4,ABCC6,MYH11,PARN	XYLT1,NDE1,ERCC4,ABCC1,ABCC6,MYH11,PARN	RRN3,SNX29,ABCC1,PARN	TNFRSF17,XYLT1,BFAR,NDE1,C16orf45,NOMO3,CPPED1,FOPNL,MPV17L,PDXDC1,KIAA0430,MKL2,NTAN1,NOMO1,RRN3,SNX29,ERCC4,SHISA9,NPIPA3,NPIPA2,NPIPA5,NPIPA7,NPIPA8,ABCC1,ABCC6,MYH11,NPIPA1,PARN,PLA2G10	TNFRSF17,XYLT1,BFAR,NDE1,C16orf45,NOMO3,CPPED1,FOPNL,MPV17L,PDXDC1,KIAA0430,MKL2,NTAN1,NOMO1,PKD1P1,PKD1P6,RRN3,SNX29,MIR193B,MIR484,ABCC6P2,MIR365A,ERCC4,NPIPP1,RPL7P47,RPL15P20,RPS23P6,RPL17P40,RPS26P52,MIR1972-1,SHISA9,MIR3179-2,MIR3180-2,MIR3179-1,MIR3180-1,MIR3180-4,MIR3670-1,MIR4718,NPIPA3,NPIPA2,NPIPA5,NPIPA7,NPIPA8,MIR3670-2,UBL5P4,TVP23CP2,RNU7-125P,RN7SL90P,RN7SL274P,RNU6-213P,ABCC1,ABCC6,MYH11,NPIPA1,PARN,PLA2G10	56	NA	NA	NA
chr10	42958032	46613063	3655032	*	7590	0.9036890645586297	375	8kb_90.4%	RET	BMS1,RET	ZNF33B,BMS1,ALOX5	CXCL12,ZNF22,ZNF239,ZNF32,ZNF33B,OR13A1,RASSF4,C10orf10,MARCH8,FAM21C,PTPN20A,ZNF485,AGAP4,ZNF487,ZFAND4,BMS1,C10orf25,FAM25E,RASGEF1A,CSGALNACT2,TMEM72,FXYD4,ALOX5,HNRNPF,RET	CXCL12,ZNF22,ZNF239,ZNF32,ZNF33B,ZNF37BP,HNRNPA3P1,OR13A1,OR6D1P,RASSF4,C10orf10,MARCH8,FAM21C,PTPN20A,ZNF485,AGAP4,ZNF487,CCNYL2,ZFAND4,BMS1,C10orf25,ZNF32-AS1,ZNF32-AS3,FAM25E,ZNF32-AS2,CTGLF10P,RASGEF1A,CSGALNACT2,EIF3LP2,TMEM72-AS1,LINC00841,ANKRD30BP3,LINC00839,RSU1P1,LINC00619,TMEM72,CAP1P2,DUXAP3,DUXAP4,UQCRHP3,MIR3156-1,ANKRD54P1,EIF2AP4,FXYD4,FXYD6P1,RNA5SP310,ALOX5,MIR5100,RSU1P2,CUBNP1,CUBNP2,CUBNP3,LINC00840,CEP164P1,FAM21FP,RNU7-193P,RNU6ATAC11P,RNU6-885P,RNU6-1170P,RNU6-1207P,TCEB1P30,HNRNPF,RET	63	NA	NA	NA
chr10	47290935	56028403	8737469	*	5700	0.9291228070175439	374	6kb_92.9%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,PRKG1,RBP3	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4,RBP3	SLC18A3,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,ASAH2B,ASAH2C,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25C,FAM25G,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1,RBP3	SLC18A3,SLC9A3P1,PCDH15,FRMPD2P1,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,PTPN20CP,ASAH2B,ASAH2C,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25C,FAM25D,FAM25G,FAM25HP,GLUD1P6,CTSLP4,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,A1CF,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,DUSP8P1,MIR605,SLC9A3P3,SLC9A3P4,FAM35DP,ERCC6,MIR4294,PRKRIRP3,GDF10,GDF2,ARHGAP22-IT1,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,GLUD1P2,SNRPEP8,RSU1P3,RHEBP2,AHCYP1,DUSP8P2,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,RNU7-107P,RN7SL453P,RN7SL527P,RMRPP4,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1,RBP3	98	NA	NA	NA
chr10	48999868	56028403	7028536	*	5700	0.9291228070175439	374	6kb_92.9%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,PRKG1	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4	SLC18A3,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,FAM21A,FAM21D,ASAH2B,AGAP8,AGAP7,AGAP6,TIMM23B,FAM25C,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,ERCC6-PGBD3,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1	SLC18A3,SLC9A3P1,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,FAM21A,FAM21D,PTPN20CP,ASAH2B,AGAP8,AGAP7,AGAP6,TIMM23B,FAM25C,FAM25D,CTSLP4,BMS1P7,CTGLF12P,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,MIR605,SLC9A3P3,ERCC6,MIR4294,PRKRIRP3,ARHGAP22-IT1,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,SNRPEP8,RSU1P3,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,RNU7-107P,RN7SL527P,RMRPP4,ERCC6-PGBD3,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1	67	NA	NA	NA
chr10	46810123	56028403	9218281	*	5700	0.9285964912280702	373	6kb_92.9%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,PRKG1,RBP3	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4,RBP3	SLC18A3,PCDH15,CSTF2T,SYT15,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,ASAH2B,ASAH2C,AGAP10,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25B,FAM25C,FAM25G,GPRIN2,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,NPY4R,PRKG1,RBP3	RHEBP1,SLC18A3,SLC9A3P1,PCDH15,FRMPD2P1,CSTF2T,SYT15,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,PTPN20CP,ASAH2B,ASAH2C,AGAP10,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25B,FAM25C,FAM25D,FAM25G,FAM25HP,GLUD1P6,CTSLP7,GLUD1P8,CTSLP4,BMS1P2,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,GPRIN2,A1CF,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,DUSP8P1,FAM35BP,MIR605,SLC9A3P3,SLC9A3P4,FAM35DP,ERCC6,MIR4294,PRKRIRP3,GDF10,GDF2,ARHGAP22-IT1,RNA5SP312,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,GLUD1P2,SNRPEP8,RSU1P3,LINC00842,HNRNPA1P33,RHEBP2,AHCYP1,DUSP8P2,DUSP8P4,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,RNU7-107P,RN7SL248P,RN7SL453P,RN7SL527P,RMRPP4,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,NPY4R,PRKG1,RBP3	114	NA	NA	NA
chr17	58277878	60355157	2077280	*	20598	0.987620157296825	371	21kb_98.8%	TBX4,BRIP1	TBX2,TBX4,BRIP1,MED13,PPM1D	BCAS3,BRIP1	TBX2,TBX4,BCAS3,USP32,BRIP1,MED13,NACA2,C17orf64,INTS2,C17orf82,APPBP2,PPM1D	TBX2,TBX4,BCAS3,USP32,BRIP1,MED13,NACA2,C17orf64,TBC1D3P2,POLRMTP1,INTS2,SCARNA20,C17orf82,RPL12P38,HMGN1P28,RN7SL448P,RN7SL606P,RN7SL800P,RNU6-623P,KRT18P61,APPBP2,PPM1D	22	NA	NA	NA
chr10	42956751	47219528	4262778	*	3766	0.9075942644715879	365	4kb_90.8%	RET	BMS1,RET	ZNF33B,BMS1,ALOX5	CXCL12,ZNF22,ZNF239,ZNF32,ZNF33B,OR13A1,SYT15,RASSF4,ANXA8L1,C10orf10,MARCH8,FAM21C,PTPN20A,ZNF485,AGAP4,AGAP10,ZNF487,ZFAND4,BMS1,C10orf25,FAM25B,FAM25E,GPRIN2,RASGEF1A,CSGALNACT2,TMEM72,FXYD4,ALOX5,HNRNPF,NPY4R,RET	RHEBP1,CXCL12,ZNF22,ZNF239,ZNF32,ZNF33B,ZNF37BP,HNRNPA3P1,OR13A1,OR6D1P,SYT15,RASSF4,ANXA8L1,C10orf10,MARCH8,FAM21C,PTPN20A,ZNF485,FRMPD2P2,AGAP4,CTGLF8P,AGAP10,ZNF487,CCNYL2,ZFAND4,BMS1,C10orf25,ZNF32-AS1,CTSLP5,ZNF32-AS3,FAM25B,FAM25E,ZNF32-AS2,GLUD1P7,BMS1P1,CTGLF10P,GPRIN2,RASGEF1A,CSGALNACT2,EIF3LP2,TMEM72-AS1,LINC00841,ANKRD30BP3,LINC00839,DUSP8P3,RSU1P1,FAM35BP,LINC00619,TMEM72,CAP1P2,DUXAP3,DUXAP4,UQCRHP3,MIR3156-1,ANKRD54P1,EIF2AP4,FXYD4,FXYD6P1,RNA5SP310,RNA5SP311,ALOX5,MIR5100,RSU1P2,CUBNP1,CUBNP2,CUBNP3,LINC00840,CEP164P1,LINC00842,HNRNPA1P33,FAM21FP,RNU7-193P,RN7SL248P,RNU6ATAC11P,RNU6-885P,RNU6-1170P,RNU6-1207P,TCEB1P30,HNRNPF,NPY4R,RET	81	NA	NA	NA
chr15	29357674	34850104	5492431	*	3509	0.9099458535195213	364	4kb_91%	RYR3,SLC12A6,NOP10,FAN1,TRPM1,NDNL2	RYR3,SLC12A6,NOP10,OTUD7A,FAN1,TRPM1,NDNL2	ARHGAP11A,CHRNA7,MTMR10,NUTM1	RYR3,SCG5,SLC12A6,TJP1,AVEN,KLF13,NOP10,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,GOLGA8A,GOLGA8B,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,APBA2,TRPM1,NDNL2	RYR3,SCG5,SLC12A6,TJP1,AVEN,KLF13,NOP10,ULK4P1,ULK4P2,ULK4P3,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,MIR211,GOLGA8A,GOLGA8B,HMGN2P5,MIR1233-1,TMCO5B,RNU6-17P,RNU6-18P,DNM1P28,DNM1P30,DNM1P31,DNM1P32,GOLGA8H,FMN1,MIR1233-2,GOLGA8J,GOLGA8K,HERC2P10,TUBBP8,UBE2CP4,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,GOLGA8UP,RN7SL82P,RN7SL185P,RN7SL196P,RN7SL286P,RN7SL469P,RN7SL539P,RN7SL628P,RN7SL673P,RN7SL796P,RNU6-466P,DNM1P50,HNRNPLP2,HNRNPA1P71,APBA2,TRPM1,NDNL2	68	NA	NA	NA
chr15	29357674	34703878	5346205	*	3509	0.9096608720433171	363	4kb_91%	RYR3,SLC12A6,NOP10,FAN1,TRPM1,NDNL2	RYR3,SLC12A6,NOP10,OTUD7A,FAN1,TRPM1,NDNL2	ARHGAP11A,CHRNA7,MTMR10,NUTM1	RYR3,SCG5,SLC12A6,TJP1,AVEN,KLF13,NOP10,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,GOLGA8A,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,APBA2,TRPM1,NDNL2	RYR3,SCG5,SLC12A6,TJP1,AVEN,KLF13,NOP10,ULK4P1,ULK4P2,ULK4P3,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,MIR211,GOLGA8A,HMGN2P5,MIR1233-1,TMCO5B,RNU6-17P,RNU6-18P,DNM1P28,DNM1P30,DNM1P31,DNM1P32,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,HERC2P10,TUBBP8,UBE2CP4,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,GOLGA8UP,RN7SL82P,RN7SL185P,RN7SL196P,RN7SL286P,RN7SL469P,RN7SL539P,RN7SL628P,RN7SL673P,RN7SL796P,RNU6-466P,DNM1P50,HNRNPA1P71,APBA2,TRPM1,NDNL2	65	NA	NA	NA
chr4	74803996	78908686	4104691	*	1323	0.9145880574452003	360	1kb_91.5%	SCARB2,C4orf26	SCARB2,C4orf26,SHROOM3	SCARB2,SOWAHB	CXCL10,CXCL11,CXCL13,CXCL5,BTC,MRPL1,CCNG2,CCNI,SCARB2,NUP54,EPGN,RCHY1,CDKL2,CNOT6L,THAP6,PARM1,SDAD1,SEPT11,C4orf26,CCDC158,G3BP2,SHROOM3,USO1,MTHFD2L,SOWAHB,FAM47E,EREG,AREGB,FAM47E-STBD1,CXCL2,CXCL3,AREG,CXCL9,ART3,NAAA,PF4,PPBP,PPEF2	CXCL10,CXCL11,CXCL13,CXCL1P,CXCL5,BTC,MRPL1,CCNG2,CCNI,SCARB2,PPBPP2,NUP54,EPGN,RCHY1,CDKL2,CNOT6L,THAP6,PARM1,SDAD1,SEPT11,C4orf26,CCDC158,G3BP2,SHROOM3,USO1,MTHFD2L,SOWAHB,FAM47E,EREG,AREGB,RPL7P17,HMGB1P44,SNX5P1,MIR548AH,MIR4450,FAM47E-STBD1,CXCL2,CXCL3,RN7SL218P,RNU6-145P,RNU6-1000P,RNU6-1187P,RNU2-16P,HNRNPA1P55,HSPE1P23,TXNP6,AREG,CXCL9,ART3,NAAA,PF4,PPBP,PPEF2	53	NA	NA	NA
chr17	58083345	60339928	2256584	*	15044	0.987038021802712	360	15kb_98.7%	TBX4,BRIP1	TBX2,TBX4,CA4,BRIP1,MED13,PPM1D	BCAS3,BRIP1	TBX2,TBX4,CA4,BCAS3,USP32,BRIP1,MED13,NACA2,HEATR6,C17orf64,INTS2,C17orf82,APPBP2,PPM1D	TBX2,TBX4,CA4,BCAS3,USP32,BRIP1,MED13,NACA2,HEATR6,C17orf64,TBC1D3P1,POLRMTP1,INTS2,SCARNA20,C17orf82,RPL12P38,FAM106DP,HMGN1P28,MIR4737,TBC1D3P1-DHX40P1,RN7SL448P,RN7SL606P,RN7SL800P,RNU6-623P,KRT18P61,APPBP2,PPM1D	27	17q23.1q23.2	0	74.73
chr15	23290257	28438265	5148009	*	45763	0.9716801783099884	359	46kb_97.2%	HERC2,OCA2	SNRPN,UBE3A,GABRA5,GABRB3,HERC2,MAGEL2,MKRN3,NDN,OCA2	ATP10A	SNRPN,SNURF,NPAP1,UBE3A,ATP10A,GOLGA6L2,GABRA5,GABRB3,GABRG3,GOLGA8S,HERC2,MAGEL2,MKRN3,NDN,OCA2	RPL5P1,SNRPN,SNURF,NPAP1,UBE3A,ATP10A,GOLGA6L2,TVP23BP1,GOLGA8EP,SNORD64,SNORD108,SNORD109A,SNORD109B,SNORD115-1,SNORD115-2,SNORD115-3,SNORD115-4,SNORD115-5,SNORD115-6,SNORD115-8,SNORD115-9,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-14,SNORD115-15,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-24,SNORD115-25,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-30,SNORD115-31,SNORD115-32,SNORD115-33,SNORD115-34,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-38,SNORD115-39,SNORD115-40,SNORD115-41,SNORD115-42,SNORD115-43,SNORD115-44,SNORD115-45,SNORD115-47,SNORD116-1,SNORD116-2,SNORD116-3,SNORD116-5,SNORD116-6,SNORD116-7,SNORD116-8,SNORD116-9,SNORD116-10,SNORD116-11,SNORD116-12,SNORD116-13,SNORD116-14,SNORD116-15,SNORD116-16,SNORD116-17,SNORD116-18,SNORD116-19,SNORD116-20,SNORD116-21,SNORD116-23,SNORD116-24,SNORD116-25,SNORD116-26,SNORD116-27,PWRN1,PWRN2,SNORD115-48,SNORD116-29,RPL5P32,SNHG14,GABRA5,GABRB3,GABRG3,MIR4508,MIR4715,SNORD116-30,RNA5SP390,RNA5SP391,SPATA31E3P,GOLGA8S,RN7SL106P,RN7SL536P,RNU6-741P,LINC00929,HERC2,HERC2P2,HERC2P7,TMEM261P1,PWAR6,PWRN4,PWRN3,MAGEL2,MKRN3,NDN,OCA2	112	NA	NA	NA
